"UserName","Description","DelayedAutoStart","BinaryPathName","StartupType","Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","StartType","ServiceHandle","Status","ServiceType","Site","Container"
"LocalSystem","Provides a mechanism to manage virtual machine with PowerShell via VM session without a virtual network.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","vmicvmsession","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V PowerShell Direct Service","System.ServiceProcess.ServiceController[]",".","vmicvmsession","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Coordinates the communications that are required to use Volume Shadow Copy Service to back up applications and data on this virtual machine from the operating system on the physical computer.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","vmicvss","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V Volume Shadow Copy Requestor","System.ServiceProcess.ServiceController[]",".","vmicvss","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Health Monitoring service for Intelligent Hub","False","""C:\Program Files (x86)\Airwatch\HealthMonitoring\Service\VMwareHubHealthMonitoring.exe""","Automatic","VMware Hub Health Monitoring Service","System.ServiceProcess.ServiceController[]","False","False","False","VMware Hub Health Monitoring Service","System.ServiceProcess.ServiceController[]",".","VMware Hub Health Monitoring Service","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","VMware Experience Management Service collects telemetry for use with the VMware Digital Employee Experience Management Solution","False","""C:\Program Files\VMware\Endpoint Telemetry Service\vmwetlm.exe"" --service","Automatic","vmwetlm","System.ServiceProcess.ServiceController[]","False","True","True","VMware Experience Management Service","System.ServiceProcess.ServiceController[]",".","vmwetlm","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","VMware Digital Experience Telemetry Component","False","""C:\Program Files\VMware\Endpoint Telemetry Service\vmwosqext.exe"" --service --osq_named_pipe=vmwosqext.em","Manual","VMWOSQEXT","System.ServiceProcess.ServiceController[]","False","True","True","VMware Digital Experience Telemetry","System.ServiceProcess.ServiceController[]",".","VMWOSQEXT","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess",,
"LocalSystem","This service is responsible for elevating the Visual Studio Installer.","False","""C:\Program Files (x86)\Microsoft Visual Studio\Installer\VSInstallerElevationService.exe""","Manual","VSInstallerElevationService","System.ServiceProcess.ServiceController[]","False","False","False","Visual Studio Installer Elevation Service","System.ServiceProcess.ServiceController[]",".","VSInstallerElevationService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Manages and implements Volume Shadow Copies used for backup and other purposes. If this service is stopped, shadow copies will be unavailable for backup and the backup may fail. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\vssvc.exe","Manual","VSS","System.ServiceProcess.ServiceController[]","False","False","False","Volume Shadow Copy","System.ServiceProcess.ServiceController[]",".","VSS","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Visual Studio Data Collection Service. When running, this service collects real-time ETW events and processes them.","False","""C:\Program Files (x86)\Microsoft Visual Studio\Shared\Common\DiagnosticsHub.Collection.Service\StandardCollector.Service.exe""","Manual","VSStandardCollectorService150","System.ServiceProcess.ServiceController[]","False","False","False","Visual Studio Standard Collector Service 150","System.ServiceProcess.ServiceController[]",".","VSStandardCollectorService150","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k LocalService","Manual","W32Time","System.ServiceProcess.ServiceController[]","False","True","True","Windows Time","System.ServiceProcess.ServiceController[]",".","W32Time","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Enables remediation and protection of Windows Update components.","False","C:\Windows\system32\svchost.exe -k wusvcs -p","Manual","WaaSMedicSvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Update Medic Service","System.ServiceProcess.ServiceController[]",".","WaaSMedicSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Hosts objects used by clients of the wallet","False","C:\Windows\System32\svchost.exe -k appmodel -p","Manual","WalletService","System.ServiceProcess.ServiceController[]","False","False","False","WalletService","System.ServiceProcess.ServiceController[]",".","WalletService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT Authority\LocalService","Provides a JIT out of process service for WARP when running with ACG enabled.","False","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","Manual","WarpJITSvc","System.ServiceProcess.ServiceController[]","False","False","False","WarpJITSvc","System.ServiceProcess.ServiceController[]",".","WarpJITSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Waves Audio universal global services","False","C:\Windows\System32\DriverStore\FileRepository\wavesapo12de.inf_amd64_623dc600993502ac\WavesAudioService.exe","Automatic","WavesAudioService","System.ServiceProcess.ServiceController[]","False","True","True","Waves Audio Universal Services","System.ServiceProcess.ServiceController[]",".","WavesAudioService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Waves Audio global services","False","C:\Windows\System32\DriverStore\FileRepository\wavesapo12de.inf_amd64_623dc600993502ac\WavesSysSvc64.exe","Automatic","WavesSysSvc","System.ServiceProcess.ServiceController[]","True","True","True","Waves Audio Services","System.ServiceProcess.ServiceController[]",".","WavesSysSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"localSystem","The WBENGINE service is used by Windows Backup to perform backup and recovery operations. If this service is stopped by a user, it may cause the currently running backup or recovery operation to fail. Disabling this service may disable backup and recovery operations using Windows Backup on this computer.","False","""C:\Windows\system32\wbengine.exe""","Manual","wbengine","System.ServiceProcess.ServiceController[]","False","False","False","Block Level Backup Engine Service","System.ServiceProcess.ServiceController[]",".","wbengine","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","The Windows biometric service gives client applications the ability to capture, compare, manipulate, and store biometric data without gaining direct access to any biometric hardware or samples. The service is hosted in a privileged SVCHOST process.","False","C:\Windows\system32\svchost.exe -k WbioSvcGroup","Automatic","WbioSrvc","System.ServiceProcess.ServiceController[]","False","False","True","Windows Biometric Service","System.ServiceProcess.ServiceController[]",".","WbioSrvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","Makes automatic connect/disconnect decisions based on the network connectivity options currently available to the PC and enables management of network connectivity based on Group Policy settings.","False","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Automatic","Wcmsvc","System.ServiceProcess.ServiceController[]","False","True","True","Windows Connection Manager","System.ServiceProcess.ServiceController[]",".","Wcmsvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"NT AUTHORITY\LocalService","WCNCSVC hosts the Windows Connect Now Configuration which is Microsoft's Implementation of Wireless Protected Setup (WPS) protocol. This is used to configure Wireless LAN settings for an Access Point (AP) or a Wireless Device. The service is started programmatically as needed.","False","C:\Windows\System32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","wcncsvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Connect Now - Config Registrar","System.ServiceProcess.ServiceController[]",".","wcncsvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","The Diagnostic Service Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local Service context.  If this service is stopped, any diagnostics that depend on it will no longer function.","False","C:\Windows\System32\svchost.exe -k LocalService -p","Manual","WdiServiceHost","System.ServiceProcess.ServiceController[]","False","True","True","Diagnostic Service Host","System.ServiceProcess.ServiceController[]",".","WdiServiceHost","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","The Diagnostic System Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local System context.  If this service is stopped, any diagnostics that depend on it will no longer function.","False","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","WdiSystemHost","System.ServiceProcess.ServiceController[]","False","False","False","Diagnostic System Host","System.ServiceProcess.ServiceController[]",".","WdiSystemHost","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Helps guard against intrusion attempts targeting known and newly discovered vulnerabilities in network protocols","False","""C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2301.6-0\NisSrv.exe""","Manual","WdNisSvc","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Defender Antivirus Network Inspection Service","System.ServiceProcess.ServiceController[]",".","WdNisSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Enables Windows-based programs to create, access, and modify Internet-based files. If this service is stopped, these functions will not be available. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k LocalService -p","Manual","WebClient","System.ServiceProcess.ServiceController[]","False","False","False","WebClient","System.ServiceProcess.ServiceController[]",".","WebClient","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Keeps your Cisco WebEx software up to date. If this service is disabled or stopped, your Cisco WebEx software won't be kept up to date, which means that any security vulnerabilities that may arise can't be fixed and features may not work. This service uninstalls itself when there is no Cisco WebEx software using it.","False","""C:\Program Files (x86)\Webex\Plugins\WebExService.exe""","Manual","WebexPluginsService","System.ServiceProcess.ServiceController[]","False","False","False","Cisco WebEx Productivity Tools Update Service","System.ServiceProcess.ServiceController[]",".","WebexPluginsService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Keeps your Cisco WebEx software up to date. If this service is disabled or stopped, your Cisco WebEx software won't be kept up to date, which means that any security vulnerabilities that may arise can't be fixed and features may not work. This service uninstalls itself when there is no Cisco WebEx software using it.","False","""C:\Program Files (x86)\Webex\Webex\Applications\WebExService.exe""","Manual","WebexService","System.ServiceProcess.ServiceController[]","False","False","False","Cisco WebEx Update Service","System.ServiceProcess.ServiceController[]",".","WebexService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\NetworkService","This service manages persistent subscriptions to events from remote sources that support WS-Management protocol. This includes Windows Vista event logs, hardware and IPMI-enabled event sources. The service stores forwarded events in a local Event Log. If this service is stopped or disabled event subscriptions cannot be created and forwarded events cannot be accepted.","False","C:\Windows\system32\svchost.exe -k NetworkService -p","Manual","Wecsvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Event Collector","System.ServiceProcess.ServiceController[]",".","Wecsvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","Windows Encryption Provider Host Service brokers encryption related functionalities from 3rd Party Encryption Providers to processes that need to evaluate and apply EAS policies. Stopping this will compromise EAS compliancy checks that have been established by the connected Mail Accounts","False","C:\Windows\system32\svchost.exe -k WepHostSvcGroup","Manual","WEPHOSTSVC","System.ServiceProcess.ServiceController[]","False","False","False","Windows Encryption Provider Host Service","System.ServiceProcess.ServiceController[]",".","WEPHOSTSVC","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"localSystem","This service provides support for viewing, sending and deletion of system-level problem reports for the Problem Reports control panel.","False","C:\Windows\System32\svchost.exe -k netsvcs -p","Manual","wercplsupport","System.ServiceProcess.ServiceController[]","False","False","False","Problem Reports Control Panel Support","System.ServiceProcess.ServiceController[]",".","wercplsupport","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"localSystem","Allows errors to be reported when programs stop working or responding and allows existing solutions to be delivered. Also allows logs to be generated for diagnostic and repair services. If this service is stopped, error reporting might not work correctly and results of diagnostic services and repairs might not be displayed.","False","C:\Windows\System32\svchost.exe -k WerSvcGroup","Manual","WerSvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Error Reporting Service","System.ServiceProcess.ServiceController[]",".","WerSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Manages connections to wireless services, including wireless display and docking.","False","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","WFDSConMgrSvc","System.ServiceProcess.ServiceController[]","False","False","False","Wi-Fi Direct Services Connection Manager Service","System.ServiceProcess.ServiceController[]",".","WFDSConMgrSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Launches applications associated with still image acquisition events.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","WiaRpc","System.ServiceProcess.ServiceController[]","False","False","False","Still Image Acquisition Events","System.ServiceProcess.ServiceController[]",".","WiaRpc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Helps protect users from malware and other potentially unwanted software","False","""C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2301.6-0\MsMpEng.exe""","Manual","WinDefend","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Defender Antivirus Service","System.ServiceProcess.ServiceController[]",".","WinDefend","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition, WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (WPAD) protocol.","False","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","WinHttpAutoProxySvc","System.ServiceProcess.ServiceController[]","False","True","False","WinHTTP Web Proxy Auto-Discovery Service","System.ServiceProcess.ServiceController[]",".","WinHttpAutoProxySvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"localSystem","Provides a common interface and object model to access management information about operating system, devices, applications and services. If this service is stopped, most Windows-based software will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Automatic","Winmgmt","System.ServiceProcess.ServiceController[]","True","True","True","Windows Management Instrumentation","System.ServiceProcess.ServiceController[]",".","Winmgmt","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Windows Remote Management (WinRM) service implements the WS-Management protocol for remote management. WS-Management is a standard web services protocol used for remote software and hardware management. The WinRM service listens on the network for WS-Management requests and processes them. The WinRM Service needs to be configured with a listener using winrm.cmd command line tool or through Group Policy in order for it to listen over the network. The WinRM service provides access to WMI data and enables event collection. Event collection and subscription to events require that the service is running. WinRM messages use HTTP and HTTPS as transports. The WinRM service does not depend on IIS but is preconfigured to share a port with IIS on the same machine.  The WinRM service reserves the /wsman URL prefix. To prevent conflicts with IIS, administrators should ensure that any websites hosted on IIS do not use the /wsman URL prefix.","True","C:\Windows\System32\svchost.exe -k NetworkService -p","AutomaticDelayedStart","WinRM","System.ServiceProcess.ServiceController[]","False","True","True","Windows Remote Management (WS-Management)","System.ServiceProcess.ServiceController[]",".","WinRM","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides infrastructure support for the Windows Insider Program. This service must remain enabled for the Windows Insider Program to work.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","wisvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Insider Service","System.ServiceProcess.ServiceController[]",".","wisvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","The WLANSVC service provides the logic required to configure, discover, connect to, and disconnect from a wireless local area network (WLAN) as defined by IEEE 802.11 standards. It also contains the logic to turn your computer into a software access point so that other devices or computers can connect to your computer wirelessly using a WLAN adapter that can support this. Stopping or disabling the WLANSVC service will make all WLAN adapters on your computer inaccessible from the Windows networking UI. It is strongly recommended that you have the WLANSVC service running if your computer has a WLAN adapter.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Automatic","WlanSvc","System.ServiceProcess.ServiceController[]","False","True","True","WLAN AutoConfig","System.ServiceProcess.ServiceController[]",".","WlanSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Enables user sign-in through Microsoft account identity services. If this service is stopped, users will not be able to logon to the computer with their Microsoft account.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","wlidsvc","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Account Sign-in Assistant","System.ServiceProcess.ServiceController[]",".","wlidsvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","This service provides profile management for subscriber identity modules","False","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","wlpasvc","System.ServiceProcess.ServiceController[]","False","False","False","Local Profile Assistant Service","System.ServiceProcess.ServiceController[]",".","wlpasvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Performs management including Provisioning and Enrollment activities","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","WManSvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Management Service","System.ServiceProcess.ServiceController[]",".","WManSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"localSystem","Provides performance library information from Windows Management Instrumentation (WMI) providers to clients on the network. This service only runs when Performance Data Helper is activated.","False","C:\Windows\system32\wbem\WmiApSrv.exe","Manual","wmiApSrv","System.ServiceProcess.ServiceController[]","False","False","False","WMI Performance Adapter","System.ServiceProcess.ServiceController[]",".","wmiApSrv","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Intel(R) Management Engine WMI Provider Registration Service","False","C:\Windows\System32\DriverStore\FileRepository\mewmiprov.inf_amd64_9d96bfc242ae9e60\WMIRegistrationService.exe","Automatic","WMIRegistrationService","System.ServiceProcess.ServiceController[]","False","False","True","Intel(R) Management Engine WMI Provider Registration","System.ServiceProcess.ServiceController[]",".","WMIRegistrationService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"NT AUTHORITY\NetworkService","Shares Windows Media Player libraries to other networked players and media devices using Universal Plug and Play","False","""C:\Program Files\Windows Media Player\wmpnetwk.exe""","Manual","WMPNetworkSvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Media Player Network Sharing Service","System.ServiceProcess.ServiceController[]",".","WMPNetworkSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","This service syncs files with the Work Folders server, enabling you to use the files on any of the PCs and devices on which you've set up Work Folders.","False","C:\Windows\System32\svchost.exe -k LocalService -p","Manual","workfolderssvc","System.ServiceProcess.ServiceController[]","False","False","False","Work Folders","System.ServiceProcess.ServiceController[]",".","workfolderssvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","VMware Workspace ONE® Assist™","False","""C:\Program Files\VMware\Workspace ONE Assist\WorkspaceONE.Assist.Service.exe""","Automatic","Workspace ONE Assist","System.ServiceProcess.ServiceController[]","False","True","True","Workspace ONE Assist","System.ServiceProcess.ServiceController[]",".","Workspace ONE Assist","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Enforces parental controls for child accounts in Windows. If this service is stopped or disabled, parental controls may not be enforced.","False","C:\Windows\system32\svchost.exe -k LocalService","Manual","WpcMonSvc","System.ServiceProcess.ServiceController[]","False","False","False","Parental Controls","System.ServiceProcess.ServiceController[]",".","WpcMonSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Enforces group policy for removable mass-storage devices. Enables applications such as Windows Media Player and Image Import Wizard to transfer and synchronize content using removable mass-storage devices.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","Manual","WPDBusEnum","System.ServiceProcess.ServiceController[]","False","False","False","Portable Device Enumerator Service","System.ServiceProcess.ServiceController[]",".","WPDBusEnum","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","This service runs in session 0 and hosts the notification platform and connection provider which handles the connection between the device and WNS server.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Automatic","WpnService","System.ServiceProcess.ServiceController[]","False","False","True","Windows Push Notifications System Service","System.ServiceProcess.ServiceController[]",".","WpnService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"","This service hosts Windows notification platform which provides support for local and push notifications. Supported notifications are tile, toast and raw.","False","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","Automatic","WpnUserService_215589","System.ServiceProcess.ServiceController[]","False","False","True","Windows Push Notifications User Service_215589","System.ServiceProcess.ServiceController[]",".","WpnUserService_215589","System.ServiceProcess.ServiceController[]","Automatic",,"Running","240",,
"NT AUTHORITY\LocalService","The WSCSVC (Windows Security Center) service monitors and reports security health settings on the computer.  The health settings include firewall (on/off), antivirus (on/off/out of date), antispyware (on/off/out of date), Windows Update (automatically/manually download and install updates), User Account Control (on/off), and Internet settings (recommended/not recommended). The service provides COM APIs for independent software vendors to register and record the state of their products to the Security Center service.  The Security and Maintenance UI uses the service to provide systray alerts and a graphical view of the security health states in the Security and Maintenance control panel.  Network Access Protection (NAP) uses the service to report the security health states of clients to the NAP Network Policy Server to make network quarantine decisions.  The service also has a public API that allows external consumers to programmatically retrieve the aggregated security health state of the system.","True","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","AutomaticDelayedStart","wscsvc","System.ServiceProcess.ServiceController[]","False","True","True","Security Center","System.ServiceProcess.ServiceController[]",".","wscsvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides content indexing, property caching, and search results for files, e-mail, and other content.","True","C:\Windows\system32\SearchIndexer.exe /Embedding","AutomaticDelayedStart","WSearch","System.ServiceProcess.ServiceController[]","False","True","True","Windows Search","System.ServiceProcess.ServiceController[]",".","WSearch","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Enables the detection, download, and installation of updates for Windows and other programs. If this service is disabled, users of this computer will not be able to use Windows Update or its automatic updating feature, and programs will not be able to use the Windows Update Agent (WUA) API.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","wuauserv","System.ServiceProcess.ServiceController[]","False","False","False","Windows Update","System.ServiceProcess.ServiceController[]",".","wuauserv","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"localSystem","This service manages mobile broadband (GSM & CDMA) data card/embedded module adapters and connections by auto-configuring the networks. It is strongly recommended that this service be kept running for best user experience of mobile broadband devices.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","WwanSvc","System.ServiceProcess.ServiceController[]","False","False","False","WWAN AutoConfig","System.ServiceProcess.ServiceController[]",".","WwanSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Provides authentication and authorization services for interacting with Xbox Live. If this service is stopped, some applications may not operate correctly.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","XblAuthManager","System.ServiceProcess.ServiceController[]","False","False","False","Xbox Live Auth Manager","System.ServiceProcess.ServiceController[]",".","XblAuthManager","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","This service syncs save data for Xbox Live save enabled games.  If this service is stopped, game save data will not upload to or download from Xbox Live.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","XblGameSave","System.ServiceProcess.ServiceController[]","False","False","False","Xbox Live Game Save","System.ServiceProcess.ServiceController[]",".","XblGameSave","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","This service manages connected Xbox Accessories.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","XboxGipSvc","System.ServiceProcess.ServiceController[]","False","False","False","Xbox Accessory Management Service","System.ServiceProcess.ServiceController[]",".","XboxGipSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","This service supports the Windows.Networking.XboxLive application programming interface.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","XboxNetApiSvc","System.ServiceProcess.ServiceController[]","False","False","False","Xbox Live Networking Service","System.ServiceProcess.ServiceController[]",".","XboxNetApiSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem",,"False","C:\Windows\SysWOW64\xElevate_e5fd.exe","Automatic","xElevateService","System.ServiceProcess.ServiceController[]","False","False","True","xElevate Service","System.ServiceProcess.ServiceController[]",".","xElevateService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
